Labels,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18
1,0.17667508,0.052210048,0.041958968,0.038412262,0.88324955,0.871979777,0.859673648,0.063897319,0.064621609,0.065571474,0.063836916,0.36722717,0.229840498,0.079446966,0.192918747,0.140836308,0.036663259,0.363268432
1,0.29104468,0.0471485,0.038478608,0.038008921,0.894568023,0.882598638,0.861147118,0.087276778,0.091088927,0.095628541,0.096352877,0.302644249,0.129041132,0.100694629,0.277802996,0.360105308,0.061591553,0.117589091
1,0.085478737,0.034971793,0.022365399,0.014532125,0.921797188,0.931761349,0.946911741,0.006897021,0.006402291,0.006503776,0.00646177,0.537289732,0.106187553,0.20569273,0.386291421,0.295355601,0.016231236,0.165658272
1,0.079122442,0.018494582,0.013999299,0.010735978,0.958643004,0.957286999,0.960779695,0.008867341,0.008073165,0.006894135,0.006540584,0.41895971,0.132537894,0.139236218,0.311847481,0.306721866,0.03751069,0.105740075
1,0.215192183,0.071513995,0.055335384,0.049456676,0.840082679,0.831167244,0.819326572,0.07959854,0.080383948,0.08285239,0.082383619,0.37463185,0.195170611,0.095442425,0.231956423,0.364946184,0.100640832,0.08791378
1,0.106935466,0.061427139,0.047533772,0.040381513,0.862638585,0.854970596,0.852479647,0.072733542,0.07459541,0.077608666,0.079015564,0.485371778,0.109534204,0.17364042,0.356786201,0.255258218,0.035857428,0.081847375
1,0.340656044,0.167115642,0.139272784,0.131287368,0.628375918,0.582279682,0.55730893,0.151350314,0.149211149,0.149957429,0.14443348,0.342156438,0.149511654,0.111100819,0.278710849,0.364364895,0.089781743,0.050113227
1,0.387900685,0.177359539,0.141285475,0.128321629,0.618694437,0.602650315,0.592377517,0.188478883,0.18905616,0.190291749,0.18679294,0.431407581,0.235174701,0.128202875,0.249205629,0.391102665,0.172610759,0.057964234
1,0.384751845,0.155337577,0.124284658,0.110764449,0.666901945,0.655433417,0.655060665,0.187324769,0.188489976,0.190374237,0.189571669,0.389436088,0.310451878,0.09190508,0.189287335,0.347912447,0.23363375,0.072606063
1,0.365745707,0.143378311,0.108292132,0.09489181,0.695654647,0.705881319,0.712109958,0.159523543,0.157706132,0.156532695,0.152666457,0.450797409,0.320695292,0.103578495,0.191103041,0.455777452,0.248868615,0.070249943
1,0.341169982,0.169724937,0.125456457,0.106541236,0.636739161,0.654423793,0.666952435,0.146194852,0.139017979,0.13528316,0.128549945,0.398940469,0.256378943,0.097946853,0.212437585,0.440891473,0.197052225,0.05556803
1,0.385503572,0.203295442,0.149854012,0.126577774,0.560502901,0.574169439,0.588971201,0.186644783,0.184856522,0.18740225,0.184491237,0.389926706,0.163379843,0.11380988,0.267362687,0.47284186,0.11406692,0.041884287
1,0.443930759,0.194936036,0.157974851,0.13959144,0.565127537,0.5262159,0.524268531,0.245316789,0.247539676,0.253079831,0.248395923,0.441028217,0.121729853,0.163164715,0.344984113,0.286781675,0.073233469,0.05465574
1,0.520010956,0.220171295,0.172137657,0.156187719,0.529119126,0.520205672,0.516996523,0.333412611,0.345253149,0.362862173,0.365130675,0.531207586,0.140995575,0.197215748,0.355878348,0.32415413,0.092777812,0.067505214
1,0.537558396,0.204551769,0.166329272,0.156970675,0.571113631,0.552095512,0.539930651,0.36188236,0.379213455,0.401115183,0.406749062,0.490685261,0.170830291,0.168601432,0.318656378,0.298665758,0.116378562,0.07790762
1,0.520320434,0.218480086,0.169607194,0.158880611,0.544051946,0.548137789,0.540025993,0.336318157,0.351320873,0.370010674,0.372459417,0.496355036,0.154930416,0.175252566,0.330458466,0.392554319,0.105263089,0.071290812
1,0.424788173,0.243679105,0.181118854,0.160102496,0.485433604,0.508026053,0.518608673,0.217977821,0.217939922,0.221053422,0.21573507,0.539042586,0.108757591,0.220646828,0.403540626,0.612699609,0.076281418,0.034175637
1,0.415720797,0.239571882,0.184163195,0.16408845,0.508880941,0.514558909,0.512576113,0.206197043,0.206214154,0.211765464,0.209398741,0.499244909,0.133186409,0.17659931,0.343168407,0.462318359,0.092954097,0.037364663
1,0.49311729,0.168794772,0.140833885,0.136720604,0.624621102,0.575777709,0.540476702,0.239362157,0.243929824,0.250254952,0.246824209,0.519558963,0.089591518,0.23169317,0.434861552,0.422296542,0.057905124,0.060445644
1,0.407498917,0.16300842,0.141705921,0.133648097,0.635485755,0.573943758,0.538179822,0.212685218,0.213982415,0.217287394,0.212581457,0.510881903,0.077812978,0.225092625,0.434861552,0.321120144,0.044196464,0.069899767
1,0.225199526,0.070052307,0.057632265,0.051164943,0.843351259,0.824159271,0.813085993,0.07484635,0.075933977,0.076904774,0.076781821,0.355810099,0.12270349,0.128956934,0.31320926,0.277477481,0.04667049,0.106404833
1,0.195835148,0.082700137,0.06701055,0.061438265,0.815068585,0.795545362,0.777219999,0.076351004,0.075207002,0.074898813,0.071308412,0.339044947,0.102176398,0.134546301,0.334543804,0.25678056,0.039175574,0.060453684
1,0.207242488,0.093692997,0.081278468,0.073929961,0.790486699,0.752012785,0.72992161,0.074466932,0.073727866,0.073357105,0.071124331,0.33005909,0.118151357,0.126443515,0.314117113,0.242038378,0.034600223,0.090901895
1,0.329435379,0.111438615,0.088573987,0.076527949,0.750804513,0.730665787,0.723759039,0.147915449,0.144481903,0.143236534,0.141749126,0.135547913,0.338863951,0.022667448,0.098048116,0.126672262,0.195722311,0.108930416
1,0.232011612,0.119097377,0.090929264,0.07925643,0.733678232,0.722567421,0.71295937,0.115528195,0.11747132,0.119414053,0.119469125,0.453149465,0.130146489,0.15949969,0.334089877,0.263108116,0.022721713,0.250132194
1,0.221867549,0.137567799,0.106108148,0.092080289,0.692375262,0.67625541,0.663615459,0.074956719,0.072252567,0.071881341,0.069180804,0.451074382,0.090873143,0.178105097,0.384929641,0.37538491,0.042476268,0.050499082
1,0.193268356,0.088305287,0.071732783,0.061212869,0.802534524,0.781137445,0.776379254,0.069809043,0.067447875,0.066178804,0.06358516,0.226022602,0.2445329,0.063303019,0.182932365,0.122611794,0.058331652,0.217618647
1,0.18151835,0.129909037,0.108903336,0.09320727,0.709501542,0.667727064,0.661994642,0.085751858,0.083836604,0.082540676,0.08028848,0.416661561,0.115681418,0.167378416,0.355424421,0.203345665,0.026110897,0.142343913
1,0.111995566,0.099020307,0.075909993,0.06233985,0.778573939,0.768392436,0.772262205,0.082006437,0.081750499,0.083660184,0.084349366,0.348219437,0.112653642,0.133995156,0.32728098,0.11985953,0.02905502,0.136697966
1,0.13054793,0.094780203,0.078230233,0.068805163,0.788055524,0.761313196,0.748643347,0.057835047,0.056123591,0.05565789,0.054001416,0.390487363,0.102565896,0.145267907,0.34271448,0.276935675,0.032074692,0.079510933
1,0.651637534,0.171053744,0.153131934,0.153862579,0.648873428,0.590109607,0.576767402,0.329903894,0.326264024,0.320128337,0.309755554,0.471727192,0.175332804,0.164417013,0.317294598,0.458349195,0.158694218,0.049691606
1,0.250349556,0.140334135,0.10653638,0.092590396,0.693320719,0.684555701,0.669656686,0.088796396,0.087423744,0.089142464,0.088968332,0.46525202,0.146715976,0.150861382,0.310031775,0.434129887,0.068130383,0.055786279
1,0.382739079,0.136238992,0.113247946,0.103990699,0.695346698,0.659032426,0.642882869,0.159929488,0.158893381,0.160217139,0.155106576,0.394594202,0.110087123,0.146340002,0.340444848,0.274733104,0.058750477,0.04863312
1,0.526874483,0.195745401,0.1601783,0.146424504,0.576543256,0.529841041,0.511059306,0.293063858,0.295556756,0.301037077,0.296803602,0.327573377,0.137600951,0.106272479,0.280072628,0.396363644,0.079647332,0.069461575
1,0.333400066,0.178579626,0.145256355,0.131417861,0.601703221,0.566674471,0.545911206,0.145441022,0.143715154,0.143764496,0.139848299,0.44842074,0.089300027,0.187524552,0.399455288,0.309580177,0.047195692,0.040279696
1,0.493132554,0.180681557,0.143605715,0.126376103,0.61632269,0.587361057,0.560169195,0.263298513,0.262168595,0.267938542,0.266386565,0.451139762,0.116288278,0.162654398,0.348615524,0.496396124,0.048895942,0.080483842
1,0.562270514,0.214686945,0.1890684,0.182191326,0.625290073,0.602078391,0.57995358,0.306567935,0.290549022,0.280382837,0.260375047,0.411578645,0.235157779,0.095202361,0.208806173,0.616272998,0.198257947,0.042342805
1,0.362385971,0.183339172,0.154584031,0.138891525,0.59417198,0.538300496,0.521000895,0.160855356,0.165454192,0.170426534,0.170185632,0.475819481,0.074573903,0.21858921,0.436677258,0.332389607,0.040822549,0.038699619
1,0.765643289,0.175970331,0.152037996,0.149686818,0.625820482,0.594530569,0.569452056,0.545367919,0.568958722,0.594485686,0.602557143,0.387432879,0.191654052,0.106203162,0.24648207,0.276096453,0.093415324,0.123402797
1,0.222045234,0.188002078,0.147432553,0.125142356,0.586792012,0.562514823,0.553131209,0.086488275,0.081763824,0.079025903,0.074301488,0.552482239,0.05927054,0.267489821,0.492056287,0.399525601,0.02081325,0.041906548
1,0.360965186,0.160580326,0.117682096,0.097810098,0.652066372,0.656678223,0.663381437,0.146196253,0.143249973,0.144002803,0.143056473,0.369480063,0.094861486,0.158506597,0.364502951,0.146859289,0.023121058,0.115621029
1,0.330394263,0.131141204,0.111889283,0.104429629,0.713877658,0.677174761,0.659273056,0.121738077,0.118282239,0.115688759,0.109585048,0.281109285,0.255252991,0.05905104,0.168406718,0.396069997,0.153738061,0.068831116
1,0.629767607,0.185658545,0.176813174,0.179510297,0.627300798,0.562840278,0.537573099,0.329710348,0.318751925,0.305420331,0.290851693,0.416255621,0.166529248,0.152996095,0.311847481,0.413820451,0.141210085,0.068865792
1,0.414977402,0.163515783,0.144065091,0.138250925,0.637463111,0.587954953,0.561928692,0.204297644,0.204755988,0.203874521,0.195223606,0.302016051,0.154962049,0.093714744,0.254652746,0.281031609,0.060146154,0.088515249
1,0.224982334,0.116186081,0.102016584,0.089351808,0.746347357,0.710860543,0.705201984,0.065752734,0.06065413,0.054525767,0.050021787,0.431547607,0.109758409,0.158886904,0.349069451,0.263145431,0.032110735,0.083896996
1,0.548616537,0.150710912,0.125818507,0.116494258,0.671153801,0.630456526,0.605838099,0.351066139,0.362547601,0.376563276,0.378148885,0.225339703,0.164581614,0.080642531,0.236495688,0.330204784,0.092468773,0.108880146
1,0.424751191,0.161691693,0.131229805,0.11473854,0.642579385,0.613946217,0.607259564,0.180193519,0.178560537,0.17712963,0.171548267,0.402638643,0.118750698,0.142003808,0.330004539,0.150901318,0.022708238,0.207074776
1,0.293348726,0.151592757,0.125686145,0.10988659,0.661013098,0.622564836,0.610007152,0.121232199,0.121870424,0.122160223,0.118928759,0.298389813,0.126450705,0.109856694,0.292328643,0.190381556,0.035010239,0.104648934
1,0.334406016,0.171983909,0.149328454,0.138761033,0.619564257,0.562289143,0.533438715,0.152271593,0.147698504,0.142952149,0.134934065,0.358699674,0.109607262,0.130911095,0.325011348,0.217541522,0.024734903,0.135939796
1,0.427754084,0.160399125,0.133573403,0.119353231,0.642357878,0.602234588,0.580208388,0.219755387,0.225726388,0.231116134,0.23082377,0.451564915,0.086395695,0.191984045,0.400817068,0.249749151,0.045560724,0.08171246
1,0.308345788,0.057827279,0.047615525,0.043311664,0.870688477,0.85472116,0.841775321,0.096501174,0.099336946,0.104050271,0.10625972,0.480423594,0.082766613,0.198394602,0.40944167,0.35925537,0.034707164,0.099881509
1,0.282483498,0.141687102,0.116662125,0.106280251,0.683163808,0.652007824,0.630878422,0.131420968,0.131160923,0.131023018,0.125894594,0.478809762,0.082755983,0.205910091,0.419428053,0.20128426,0.01535423,0.149650391
1,0.270464923,0.165629794,0.139405147,0.123861156,0.630661223,0.580051385,0.564260241,0.113741871,0.107548015,0.101393436,0.093310921,0.411217225,0.154219525,0.12734156,0.285519746,0.379281053,0.104766634,0.04813707
1,0.238445246,0.072637441,0.059302371,0.051663187,0.837570464,0.819063644,0.811265824,0.086724783,0.087099809,0.089507008,0.09039148,0.157780161,0.249684388,0.045848508,0.160236042,0.154464456,0.140134707,0.089674419
1,0.279178561,0.156847586,0.119546852,0.098723546,0.653217128,0.641381837,0.646523207,0.079577436,0.074585704,0.071165178,0.066840916,0.515945066,0.132756999,0.190956463,0.358601906,0.421000426,0.070316521,0.045386216
1,0.327263493,0.341418925,0.227710515,0.183603018,0.459160114,0.459357323,0.475762306,0.12306598,0.116028389,0.116805671,0.111607586,0.493206553,0.117752846,0.174166375,0.349523377,0.233534321,0.026536472,0.094131727
1,0.384579403,0.554221379,0.37023397,0.293620101,0.2467207,0.292766259,0.337632393,0.164180631,0.153581921,0.158253543,0.160130298,0.561447913,0.080778504,0.241638838,0.440762596,0.416433718,0.023795719,0.05111967
1,0.349522778,0.23553714,0.182559271,0.1589162,0.529637777,0.50346018,0.500060285,0.132911985,0.129277251,0.129085865,0.124988261,0.521491721,0.071826637,0.22906901,0.443486155,0.221243403,0.013769097,0.088441213
1,0.249164432,0.179485631,0.130260443,0.106019265,0.641817617,0.635518896,0.643896963,0.090569351,0.087240873,0.086455239,0.083996803,0.425775383,0.162404718,0.1202268,0.269178393,0.038024399,0.018733381,0.275292375
1,0.183014752,0.10684819,0.08104878,0.069825377,0.761069476,0.752713582,0.745748412,0.072340369,0.071758069,0.070920959,0.068890763,0.510791764,0.090957649,0.202975782,0.398547435,0.329512125,0.035817758,0.047998615
1,0.70781065,0.209842838,0.184653716,0.177766442,0.550075859,0.496499719,0.458655777,0.510508373,0.514342493,0.524141813,0.518514401,0.256745346,0.200230485,0.068731415,0.206536541,0.14214547,0.066124717,0.204483292
1,0.422250821,0.171029584,0.12495815,0.111333871,0.63570186,0.629347128,0.608360333,0.20807937,0.213412986,0.222194377,0.221690601,0.423667953,0.136229526,0.133641707,0.301407172,0.18213498,0.029700343,0.161003024
1,0.28652362,0.068047016,0.05463464,0.048744899,0.847835428,0.83330527,0.82275889,0.083488065,0.086175469,0.089549531,0.090132311,0.460090878,0.087808149,0.184036084,0.392192465,0.207340812,0.028434674,0.083955447
1,0.300094607,0.293847622,0.223167361,0.179961089,0.586295607,0.59175435,0.607766356,0.109654186,0.101930584,0.100459741,0.101108268,0.437160731,0.177333439,0.122720805,0.265546981,0.108824095,0.02016659,0.286206634
1,0.300452249,0.105314021,0.077011718,0.065875012,0.765537436,0.767682137,0.763196031,0.111326555,0.110316765,0.110987884,0.108490852,0.404198564,0.189527474,0.102903586,0.236949614,0.232959523,0.049075285,0.169847663
1,0.335524713,0.227914618,0.147148363,0.115106292,0.712198619,0.725958669,0.738115194,0.132172204,0.122651677,0.120935467,0.119078799,0.292114812,0.279991499,0.055922748,0.15660463,0.021048268,0.035865896,0.430091665
1,0.097664701,0.058141361,0.046288006,0.038827465,0.869986138,0.85877153,0.858156841,0.038656085,0.035896698,0.033117128,0.029958748,0.428978961,0.135037001,0.143381093,0.316386745,0.61247654,0.092291247,0.036059426
1,0.231720311,0.104891219,0.080091097,0.06983724,0.770437605,0.760852333,0.749657441,0.090978951,0.091538819,0.09415861,0.094556433,0.277293498,0.235250787,0.059663268,0.177485247,0.047485296,0.034870972,0.328754928
1,0.188722325,0.103646972,0.079585004,0.069588118,0.78041623,0.766701021,0.752647719,0.084925797,0.086081531,0.088332331,0.087237341,0.420752378,0.174692298,0.117290091,0.263731276,0.1879656,0.044754609,0.129455817
1,0.141857981,0.075041374,0.05012263,0.036620955,0.840233952,0.853200786,0.869337878,0.024733813,0.022991809,0.022129748,0.021293331,0.341696485,0.222906471,0.081875379,0.208352247,0.048969811,0.037977856,0.243913874
1,0.109884914,0.077541948,0.058718418,0.04734507,0.826603162,0.820845332,0.827040621,0.022055868,0.021036251,0.019813925,0.019730123,0.340143932,0.412772133,0.056341861,0.123014072,0.138945086,0.149239337,0.185398694
1,0.229776501,0.182578128,0.141853856,0.113113315,0.631336549,0.622296395,0.645751802,0.057465135,0.051607853,0.047315578,0.044552434,0.657190631,0.082781369,0.306614228,0.472083522,0.48816292,0.035087203,0.041604482
1,0.238075275,0.057319916,0.05078055,0.047333207,0.871823026,0.845064411,0.827083958,0.086704053,0.089049322,0.091835778,0.092098032,0.243080941,0.163137,0.07581173,0.230594644,0.17248768,0.067739766,0.117124436
1,0.09350564,0.092291709,0.070455873,0.057392996,0.793620214,0.785033402,0.790333882,0.037322016,0.03611019,0.035681485,0.035311192,0.41699339,0.091582917,0.173050339,0.382660009,0.495545499,0.051943437,0.033343513
1,0.404004538,0.102873848,0.081181142,0.071248932,0.769956773,0.753221957,0.739715852,0.162223816,0.166714169,0.17448975,0.177350825,0.292885978,0.140964482,0.097013343,0.26827054,0.245682705,0.061729476,0.123826595
1,0.150022666,0.060291613,0.047510414,0.039171491,0.865177813,0.855041863,0.856900057,0.054447935,0.053197302,0.053014895,0.052186943,0.38633761,0.10231688,0.144952775,0.345438039,0.249830726,0.034145546,0.091485128
1,0.133795461,0.131721047,0.090812473,0.073657113,0.705449583,0.722923758,0.73091837,0.072019868,0.071893087,0.07408293,0.073204318,0.442605818,0.142644344,0.143928246,0.310485701,0.40873719,0.058133153,0.060054927
1,0.106711247,0.049721554,0.038280064,0.030653886,0.888814241,0.883204412,0.888016278,0.016318586,0.015912251,0.015473368,0.016103103,0.479227616,0.08707984,0.188895786,0.394916024,0.215487771,0.023265113,0.075455742
1,0.44666927,0.287167345,0.198629657,0.158572174,0.483878825,0.473573098,0.485299583,0.206331108,0.204844953,0.213479464,0.216202158,0.426212262,0.092228286,0.166449969,0.374035406,0.481398327,0.060831451,0.025181846
1,0.432587967,0.154371172,0.12760151,0.11654171,0.693374745,0.672395086,0.660165806,0.1910367,0.195888916,0.203077881,0.200939103,0.426642984,0.191351955,0.121360587,0.259645937,0.337350472,0.053956309,0.156867056
1,0.396407768,0.14671241,0.125631642,0.115924836,0.740712433,0.710874796,0.692582146,0.170896589,0.168422148,0.167014524,0.158826995,0.38670821,0.194950537,0.092013764,0.216522923,0.367674495,0.124669057,0.05914292
1,0.594375755,0.475326464,0.363152567,0.300441302,0.490879437,0.491460826,0.515715777,0.314267966,0.306845292,0.314188371,0.311433623,0.661988959,0.225869354,0.226069009,0.305946437,0.527791485,0.034977315,0.259310364
1,0.453871514,0.755910173,0.533300892,0.412451362,0.160122645,0.199981032,0.253818617,0.189864828,0.163502356,0.158335398,0.159871253,0.702961464,0.077562267,0.351168793,0.507489787,0.494467,0.024113498,0.045303003
1,0.355832428,0.267887559,0.206917896,0.169770808,0.558464209,0.542735431,0.543632681,0.157313481,0.149585112,0.144041771,0.134959644,0.513164251,0.213254908,0.144882962,0.259645937,0.429438031,0.043760727,0.188271853
1,0.338671295,0.192314662,0.148616031,0.130717946,0.665772799,0.658878013,0.653933894,0.136787428,0.133231764,0.132292399,0.127235377,0.518666921,0.249318463,0.13340677,0.226509305,0.196696454,0.065939413,0.188555289
1,0.519727705,0.301735906,0.24863939,0.221611939,0.637819684,0.622035081,0.630999766,0.265900482,0.26965254,0.281180113,0.28071628,0.584233062,0.208305837,0.175822729,0.273263731,0.347287906,0.011861331,0.871256005
1,0.376777353,0.314299175,0.253567953,0.220793395,0.48651222,0.445949807,0.440446441,0.169047953,0.162376847,0.157085053,0.151173825,0.402244365,0.231100167,0.095359257,0.212891512,0.304569204,0.066749555,0.136223228
1,0.392804241,0.272586705,0.218896718,0.186046788,0.575120462,0.559210107,0.562077059,0.16017834,0.15596543,0.158556352,0.160627887,0.515493896,0.13926148,0.176016827,0.332728098,0.292373663,0.018213721,0.233550204
1,0.178309886,0.081033087,0.060637677,0.048341558,0.827807944,0.821118524,0.828080717,0.031761122,0.028354669,0.025967827,0.023734589,0.345280733,0.213632975,0.081257789,0.206990468,0.260978021,0.051430814,0.167202355
1,0.513135187,0.431475822,0.32669833,0.277913543,0.419143552,0.414230869,0.431561264,0.281644774,0.27732506,0.283620582,0.282980896,0.689532135,0.069336878,0.340329384,0.506581934,0.483248168,0.015896158,0.107953904
1,0.490514503,0.233556009,0.195386772,0.174741387,0.497243714,0.454230953,0.444952506,0.264288764,0.267516928,0.272474713,0.268948369,0.532797846,0.061192712,0.256712047,0.480254199,0.466796072,0.031279694,0.037823893
1,0.246474119,0.107355553,0.085467357,0.072494543,0.759934927,0.739232143,0.73516543,0.079238714,0.079360506,0.08016032,0.080283114,0.283880797,0.147078312,0.10384502,0.272355878,0.244362425,0.071029697,0.066211675
1,0.241680996,0.159722642,0.126558181,0.106849673,0.653141492,0.634328728,0.635142818,0.08136905,0.075202739,0.071138845,0.065947544,0.267078126,0.153024173,0.088859623,0.253290967,0.266770173,0.075035603,0.054842518
1,0.142156903,0.071828076,0.054669677,0.044723356,0.839380339,0.833198368,0.836618176,0.033518191,0.030433743,0.029737426,0.028468909,0.547831032,0.079033241,0.242729844,0.447571493,0.335759819,0.014163141,0.112023572
1,0.162917859,0.082011573,0.068486005,0.062304261,0.816608329,0.79104363,0.772392217,0.059994308,0.058807652,0.057956676,0.054950379,0.443415327,0.10182125,0.175561488,0.371311847,0.34434454,0.019974652,0.150151869
1,0.110240472,0.090902502,0.07921906,0.073704565,0.796726716,0.758296204,0.73074502,0.083674521,0.083706394,0.083971419,0.081471212,0.237212989,0.207836365,0.063628913,0.194280527,0.107416601,0.067417154,0.131227075
1,0.186107194,0.087846245,0.068960953,0.0571676,0.803561021,0.789594524,0.791157292,0.045893269,0.041821727,0.039076422,0.036933597,0.300029999,0.278012035,0.064825634,0.17067635,0.35206451,0.12079,0.10621247
1,0.357563937,0.12493205,0.109238136,0.102472241,0.749156716,0.72103992,0.701266952,0.135771967,0.124532106,0.115855509,0.106134538,0.199586048,0.420181271,0.025787493,0.086246028,0.317652845,0.302030304,0.091851001
1,0.319744521,0.123699883,0.097738155,0.083705039,0.728378269,0.707921945,0.698892065,0.135119735,0.135170582,0.136059543,0.132184889,0.255333493,0.230685735,0.057967939,0.177939174,0.218582187,0.128113349,0.076844849
1,0.205741039,0.06345659,0.051921205,0.044201386,0.858100391,0.84158418,0.838525019,0.0449079,0.042092219,0.039757751,0.036555475,0.346478432,0.150691495,0.11111224,0.277349069,0.223093874,0.067265678,0.067548973
1,0.232496906,0.120546985,0.102627788,0.09436984,0.738605414,0.705432333,0.689678544,0.070795213,0.067697876,0.064900134,0.059683092,0.297633923,0.191288978,0.091260715,0.240581026,0.22742749,0.112664772,0.058685317
1,0.350435098,0.188195359,0.159134971,0.13915251,0.610541895,0.578664044,0.579957031,0.134106569,0.131393111,0.130444398,0.127548738,0.440900529,0.118919801,0.153860976,0.337267363,0.426902338,0.067177057,0.038822182
1,0.400348592,0.197315809,0.16469031,0.148002278,0.571994257,0.530413557,0.521728962,0.181840094,0.178225206,0.175675835,0.167257374,0.442410954,0.093560652,0.171382673,0.374489333,0.538327046,0.05384859,0.034930158
1,0.544632787,0.266981554,0.252746525,0.247971434,0.502824613,0.439345543,0.408020413,0.295418533,0.295219294,0.295216047,0.284991452,0.469044711,0.12232945,0.157171598,0.330004539,0.317228085,0.048188916,0.081932198
1,0.185562529,0.070463029,0.058823529,0.052695264,0.842432815,0.820524628,0.807495474,0.083117723,0.084408049,0.086468585,0.086096329,0.339324031,0.170138903,0.100022932,0.25283704,0.26864997,0.075403558,0.087561412
1,0.414524154,0.096918375,0.091528789,0.091415963,0.796629469,0.756371981,0.732400507,0.18691111,0.185689644,0.184841023,0.177423711,0.329338104,0.304792014,0.065018605,0.161597821,0.331465103,0.204799987,0.192356283
1,0.162716846,0.077807709,0.068357535,0.063561735,0.826008874,0.791435601,0.767798458,0.071686915,0.072899292,0.07425088,0.073263269,0.371449789,0.096537288,0.147083958,0.350885157,0.30324029,0.035989001,0.082970906
1,0.179787485,0.042751356,0.039272784,0.037747936,0.904400777,0.880175542,0.86210054,0.08784286,0.090953211,0.094622226,0.095620128,0.123993862,0.211349508,0.065155392,0.195642306,0.079251441,0.06562577,0.257820016
1,0.127245135,0.013372634,0.009670261,0.007224542,0.970096542,0.970495247,0.973607551,0.006508504,0.004910001,0.00431816,0.004369571,0.26567133,1,0.020219106,0,0.244471768,1,0.155707287
1,0.238358329,0.064265955,0.056483825,0.053644301,0.856290516,0.827663258,0.804028486,0.088392533,0.089995982,0.092598395,0.092011988,0,0.308431821,0.024404487,0.100771675,0,0.120048624,0.195883042
1,0.233442657,0.125197811,0.096908942,0.081890007,0.720036636,0.704322936,0.701570314,0.095368411,0.091240295,0.09091818,0.090614183,0.550207061,0.105592916,0.227272557,0.408987744,0.336049003,0.026646768,0.121798854
1,0.053752699,0.000930165,0.000587846,0.000438929,0.997919994,0.998206434,0.998396518,0.000115611,0.000129555,0.000146437,0.000161448,0.379533667,0.129597704,0.128864345,0.307762143,0.273881404,0.055981232,0.063914176
1,0.332232498,0.069170462,0.060816756,0.05768957,0.845323213,0.815355357,0.79174668,0.087111413,0.088970874,0.091393554,0.09082215,0.337349964,0.213251437,0.092533082,0.226055379,0.367088424,0.150223875,0.086546294
1,0.591488808,0.11226006,0.10558259,0.108368131,0.766601751,0.73130957,0.706562777,0.356330784,0.353666642,0.352914484,0.336443155,0.123798402,0.689006034,0,0.003631412,0.102327328,0.460356761,0.242864577
